algorithm,suite,environment,single_obj,hpo,rpo,optimisation_seed,evaluation_seed,final_mean_return,final_std_return,def_rew_mean_return,def_rew_std_return,config
sac,brax,ant,True,dehb,base,5,12,8252.96484375,20.72929579284717,8051.47119140625,27.537635815174255,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9820674082947813, 'tau': 0.0012642978673815895, 'learning_rate': 0.0006888153276084523, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,20,8367.607421875,14.402311742057764,8506.6162109375,15.734690656112688,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,5,11,7884.4443359375,25.010478504759483,7764.94873046875,29.293587878471563,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9820674082947813, 'tau': 0.0012642978673815895, 'learning_rate': 0.0006888153276084523, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,19,8305.529296875,19.807387821225085,8091.5068359375,25.705232857127513,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,18,8524.859375,21.18199576239344,8118.11328125,28.774473267485856,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,17,8492.337890625,17.22100655071196,8562.439453125,17.832081784793644,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,16,8574.380859375,14.91419125788738,8421.10546875,22.398350521824117,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,15,8297.40625,23.341175541490752,8644.5654296875,16.44724913536831,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 15, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,14,8386.21484375,23.645486559276264,8067.1318359375,31.993024114174716,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 14, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,13,8046.6201171875,25.320406083250933,7949.77392578125,27.986442224520314,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 13, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,11,8335.171875,19.206599458057067,8017.2021484375,27.8769132291831,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,dehb,base,4,12,8303.685546875,12.829833126621343,8056.10498046875,23.330782961752064,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,16,8211.380859375,25.86844145190067,8042.5947265625,31.801460655589008,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,15,7937.9296875,29.8222045066458,8116.6396484375,29.194159398871843,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 15, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,13,7837.77294921875,31.04080991995955,8007.0126953125,30.508409925332785,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 13, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,17,7896.2236328125,29.49039994271391,7868.15625,32.5396686505336,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,18,8169.4189453125,23.863732945549483,8291.5947265625,24.842349056184887,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,12,8199.501953125,23.07406306833137,8167.23291015625,29.397791276390095,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,20,7766.1640625,31.15099718932991,8086.599609375,27.14910844256956,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,14,7694.591796875,30.873874989815036,7668.244140625,33.786818277794914,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 14, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,11,8242.166015625,20.615973465807613,7990.6328125,30.104866440294835,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,True,base,base,,19,8214.9873046875,24.524000828801498,8264.841796875,26.882172672788705,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 5.0, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,20,8386.5078125,27.06667983265532,7815.6064453125,31.46910897054559,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,19,8160.880859375,28.108672614279584,7734.673828125,33.56780344092766,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,18,7652.546875,28.969649606033936,6917.05908203125,38.635589222382926,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,17,7798.4599609375,32.35092302754588,7698.16357421875,31.018105030756686,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,16,8108.486328125,29.10869628054134,7736.8359375,30.53325835718938,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,15,7702.9248046875,36.84726846983219,7739.2734375,31.577242241529856,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 15, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,14,8395.787109375,25.92094179488737,7951.90234375,31.527648896908023,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 14, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,13,6383.97607421875,40.222880880879806,5901.54150390625,44.35378253347969,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 13, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,12,8324.24609375,23.983912007327987,7464.1396484375,32.60145939982041,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,5,11,8236.794921875,32.79185445738314,8226.62109375,27.52389287350755,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,4,20,7723.8486328125,30.84990291711409,7300.3720703125,34.84108124840063,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.6941502835622382, 'ctrl_cost_weight': 0.3171035303239792, 'healthy_reward': 0.48874618611378307, 'reward_scaling': 3.510875368777176}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
sac,brax,ant,False,base,dehb,4,19,8035.7744140625,28.13813059836306,7775.7802734375,34.41178029385365,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.6941502835622382, 'ctrl_cost_weight': 0.3171035303239792, 'healthy_reward': 0.48874618611378307, 'reward_scaling': 3.510875368777176}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
